dataset_name,filter_name,image_difference_mean,image_difference_median,image_difference_std,saliency_divergence_mean,saliency_divergence_median,saliency_divergence_std,saliency_divergence_log_mean,saliency_divergence_log_median,saliency_divergence_log_std,divergence_per_difference_mean,divergence_per_difference_median,divergence_per_difference_std,divergence_per_difference_log_mean,divergence_per_difference_log_median,divergence_per_difference_log_std,base_information_gain_mean,base_information_gain_median,base_information_gain_std,base_information_gain_log_mean,base_information_gain_log_median,base_information_gain_log_std,filtered_information_gain_mean,filtered_information_gain_median,filtered_information_gain_std,filtered_information_gain_log_mean,filtered_information_gain_log_median,filtered_information_gain_log_std,information_asymmetry_mean,information_asymmetry_median,information_asymmetry_std,information_asymmetry_log_mean,information_asymmetry_log_median,information_asymmetry_log_std,information_asymmetry_per_difference_mean,information_asymmetry_per_difference_median,information_asymmetry_per_difference_std,information_asymmetry_per_difference_log_mean,information_asymmetry_per_difference_log_median,information_asymmetry_per_difference_log_std 
MIT300,contrast_9,101.92082893583743,102.36281310187445,7.186833414276551,1.2897400379222638e-07,9.857843526917382e-08,9.544142397166536e-08,3.038010907724086e-05,9.850509761473524e-06,5.171684338469781e-05,1.2626060998627613e-09,9.658587556431052e-10,9.285127226591778e-10,3.0085195852264586e-07,9.371224579687457e-08,5.182924685429778e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.979841675420475e-06,1.9218425795064532e-06,5.907743872129214e-07,1.0741995029649702e-05,1.0671912356555798e-05,1.7938213686293564e-06,-9.3829103570224e-08,-8.08491467854525e-08,2.2883261046888592e-07,1.2511608412384714e-09,-1.7508969842927453e-08,1.051907996555215e-06,-9.327821014695722e-10,-8.19757000458173e-10,2.2425619108855094e-09,-6.224322947367446e-11,-1.6392141016127278e-10,1.0606233164155778e-08
MIT300,darken_shadows_1,4.394219813072235,2.241707695855035,13.233861429935482,9.227641780454768e-09,5.0768532830759104e-09,1.497587226038336e-08,2.171303972179837e-06,2.7884073441107906e-07,1.4672590228834135e-05,5.274718883345628e-09,2.3771233381256163e-09,2.8376765126460164e-08,1.0072232238833018e-06,1.3950732338497778e-07,5.692178438102935e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0667863685257177e-06,2.0155601887174066e-06,6.207419860087071e-07,1.0777736461298118e-05,1.0625819380135262e-05,1.8713457892153843e-06,-6.884410464981411e-09,-8.977374916562621e-10,5.466455700254381e-08,3.699259248965527e-08,4.2648059933784554e-09,4.87733842567069e-07,3.6785658603479167e-10,-3.708937096564833e-10,4.8148565292660716e-08,1.9197111099916276e-07,1.0313659843735835e-09,3.316289981605615e-06
MIT300,darken_shadows_10,61.42143888258129,62.15704768998215,14.101849798505746,3.72524759994606e-07,3.150483968438421e-07,2.571543894088845e-07,8.739119168888062e-05,5.247705856153295e-05,8.800712415676968e-05,6.395081804321452e-09,5.017526300124738e-09,4.852353252469399e-09,1.550268481324495e-06,8.971956486153352e-07,1.8577317948373945e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.8605079357954163e-06,1.7767292306172416e-06,5.649340300798821e-07,1.0498915818273014e-05,1.0382114227020898e-05,1.7456792215662053e-06,-2.131628431952828e-07,-1.808154100808542e-07,3.7987248426345063e-07,-2.4182805053544765e-07,-1.9699264690021876e-07,1.4783201051970369e-06,-3.899980466017022e-09,-2.9706665906193882e-09,7.378334742510307e-09,-5.310948863966542e-09,-3.2498690250980806e-09,2.8329683742690245e-08
MIT300,darken_shadows_2,12.526168822576428,10.577087406078157,12.41934441352039,3.371333544505883e-08,1.9998617970839028e-08,4.3923046016974656e-08,6.7267337279003125e-06,8.458283922365057e-07,2.2566496800192392e-05,3.5378713954565615e-09,1.916528825007622e-09,5.477940762566148e-09,1.1273423769841108e-06,9.601977310601601e-08,7.689482356957313e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.040132573304961e-06,1.983790383598211e-06,6.087427874764805e-07,1.079158308385495e-05,1.0734657899454969e-05,1.8352258280340616e-06,-3.353820568573779e-08,-1.44836227738454e-08,1.329325436966838e-07,5.083921504648535e-08,1.5657567056655107e-08,6.674274412300535e-07,-3.505624706121236e-09,-1.4032933837533721e-09,1.273233888048468e-08,-1.0328879501166391e-07,1.818844754149777e-09,1.9488882994741374e-06
MIT300,darken_shadows_3,20.912634989056873,18.90046901109001,13.383062283379644,7.062068151149142e-08,4.3335457395939146e-08,8.774167255807002e-08,1.588923989349067e-05,2.4805566664694025e-06,3.87012863290656e-05,4.178125156966995e-09,2.41255050839963e-09,5.877011443631445e-09,9.487814024632113e-07,1.3570668650058012e-07,2.5188598265535605e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0192173054685376e-06,1.9713908347761895e-06,6.062235825806607e-07,1.0731071464037112e-05,1.0656996372411915e-05,1.8188301380493584e-06,-5.445347352216167e-08,-3.554906767174512e-08,2.036199486742733e-07,-9.67240477134939e-09,4.18186511305991e-09,7.291153092136633e-07,-3.3440855827948075e-09,-1.7030847895991598e-09,1.2809538401579844e-08,-5.222592624022883e-09,2.9594358532970355e-10,6.251453243414609e-08
MIT300,darken_shadows_4,27.367840256389513,25.6443478720972,14.061630385743364,1.1033456336715848e-07,6.945909463547383e-08,1.1251725389609338e-07,2.6465817830506287e-05,5.386080650518152e-06,5.114970327287005e-05,4.79177483285362e-09,2.977611474425923e-09,5.918672625938426e-09,1.1630710840123329e-06,2.3238075411367656e-07,2.453579360834057e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.9895164001621928e-06,1.9518536274284474e-06,5.975582703217391e-07,1.0715192620575665e-05,1.0616046426705689e-05,1.7729307136512617e-06,-8.415437882850635e-08,-6.043698316007408e-08,2.400211421307787e-07,-2.555124823279678e-08,-3.1868241478723492e-09,1.09691488757411e-06,-4.016154609474814e-09,-2.1685126583233234e-09,1.1570957743683643e-08,-2.7430259043565387e-09,-1.2501971074912004e-10,6.735665696545994e-08
MIT300,darken_shadows_5,34.06605122595135,32.650881289272206,14.416397143181861,1.5440506153497362e-07,1.0691568729432033e-07,1.4468593475876865e-07,3.85778937648299e-05,1.0308598319411919e-05,6.427740837115683e-05,5.202697235242824e-09,3.425477426430463e-09,5.701611800556633e-09,1.3266026191941984e-06,3.3095570084304545e-07,2.7190731754052885e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.970032119605783e-06,1.917424787745684e-06,5.981349890974365e-07,1.0683287013373614e-05,1.0611194831010426e-05,1.6721524167380158e-06,-1.0363865938491598e-07,-8.547528423103934e-08,2.726129148182777e-07,-5.745685543484669e-08,-3.726641247664087e-08,1.0553758481342494e-06,-3.870324728338299e-09,-2.511699319735683e-09,1.0132351388096307e-08,-3.3481609122124268e-09,-1.229083420467833e-09,4.495328112689479e-08
MIT300,darken_shadows_6,38.574130833174415,37.27539507548015,14.185567588455376,2.0357892176221899e-07,1.4739264236568374e-07,1.8349536809397844e-07,4.688913957068882e-05,1.5696222849911664e-05,6.919596010253842e-05,5.9274240122873555e-09,4.008112070915395e-09,6.253013038170631e-09,1.3965587285025757e-06,4.190034298218827e-07,2.5637106722563087e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.93903398806572e-06,1.8714584090821436e-06,5.956162813657663e-07,1.0719346786314332e-05,1.0657444283527038e-05,1.7819071347334654e-06,-1.3463679092497903e-07,-1.0900028834421558e-07,3.053300929170027e-07,-2.1397082494130126e-08,-1.7410946468872268e-09,1.2430449774541083e-06,-4.191948702952715e-09,-2.6295106253525445e-09,9.809541833245449e-09,-2.80249760334431e-09,9.886640995483068e-12,4.227687181223195e-08
MIT300,darken_shadows_7,42.27403646464502,40.59278199977064,14.06606953371752,2.428982746962728e-07,1.8071388990961095e-07,1.9316011938887838e-07,5.38159253619519e-05,1.8733985327054396e-05,7.350519719334218e-05,6.4346315076651546e-09,4.53005767214495e-09,6.2780302709422475e-09,1.4463042615472692e-06,4.694707614823328e-07,2.4415639407680854e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.911843756771058e-06,1.8211441400845397e-06,5.879304094087107e-07,1.0583346178885739e-05,1.0627483967043441e-05,1.7881859716427095e-06,-1.6182702221964103e-07,-1.2925675178304241e-07,3.1920110984690896e-07,-1.5739768992272368e-07,-1.1626235483661833e-07,1.20470772485814e-06,-4.587881633500075e-09,-3.2188230307580324e-09,9.488644920789467e-09,-6.2202303397887335e-09,-2.6339777007217086e-09,3.6593883958545684e-08
MIT300,darken_shadows_8,50.53283205363406,50.61924877495406,13.982953295978616,2.799980237044475e-07,2.3470109349717499e-07,2.069517923642697e-07,6.360527072534462e-05,2.9382020734517033e-05,7.925741195966936e-05,6.013974731166684e-09,4.719956001082743e-09,5.265420759556262e-09,1.4108453622526804e-06,5.419191743751216e-07,2.157885322541938e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.8863263758548164e-06,1.7996148492891968e-06,5.756760368366469e-07,1.054022034651708e-05,1.0510467805116844e-05,1.7439537018239954e-06,-1.873444031358827e-07,-1.5834400633549345e-07,3.2329801534620607e-07,-2.0052352229138303e-07,-9.794856678980458e-08,1.3297575253626647e-06,-4.299071886741222e-09,-3.2255198240541642e-09,7.754083828701615e-09,-6.815435814201302e-09,-1.846385817828725e-09,3.3598229604977207e-08
MIT300,darken_shadows_9,56.78671520285852,57.05113114251031,14.160689800937014,3.2652537107970605e-07,2.725176624128312e-07,2.2479434044836377e-07,7.625640740430522e-05,4.164796573671602e-05,8.368041701318836e-05,6.130014186570831e-09,4.917532980248368e-09,4.709984449002616e-09,1.4947860457638985e-06,7.282880013379376e-07,2.027106805904748e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,1.8706523060842287e-06,1.7612282892982481e-06,5.767049929223154e-07,1.0581600733984897e-05,1.0525398954969136e-05,1.7586729944152688e-06,-2.0301847290647038e-07,-1.67701709579612e-07,3.5756508440639407e-07,-1.5914313482356502e-07,-1.1723292682079411e-07,1.405139917569864e-06,-4.069381015310024e-09,-3.075696955590943e-09,7.443767082328653e-09,-4.6120981687891736e-09,-1.900580111205672e-09,2.926540588269402e-08
MIT300,decontrast_1,2.2212620007897894,0.08685352753018177,13.572511835344436,1.2031181735976905e-09,6.315813209195334e-10,3.036284516845062e-09,1.7636197224979238e-07,1.0702661198271012e-07,5.440251346445596e-07,nan,nan,nan,nan,nan,nan,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.072774939762482e-06,2.004002739649558e-06,6.259178278994626e-07,1.0759538504076137e-05,1.0639841076465718e-05,1.8383360753171898e-06,-8.958392282170568e-10,1.4356756332706563e-10,1.8535964907341362e-08,1.8794635267673932e-08,2.0945016164576713e-09,1.8120588878106674e-07,nan,nan,nan,nan,nan,nan
MIT300,decontrast_10,106.64545325627493,106.92538854624752,9.064339288929146,7.462782547995688e-07,5.902011232757943e-07,5.720169094243436e-07,0.00012273086718750983,9.965972775944986e-05,0.00010006415272138013,7.086520881883872e-09,5.583666451939111e-09,5.644578626473284e-09,1.1538365673298834e-06,9.502898747063084e-07,9.472772568292094e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0549509917379965e-06,1.976399528900969e-06,5.424871668031789e-07,9.739002520434863e-06,9.612917121888235e-06,1.6350731464334977e-06,-1.87197872527028e-08,-3.2524396651372665e-10,4.7224244390966396e-07,-1.0017413483735984e-06,-7.340320038362174e-07,1.6879069434713462e-06,-1.35131276160737e-10,-2.9267955025567885e-12,4.445107113519852e-09,-9.514893359361563e-09,-6.855718284833923e-09,1.578481839353372e-08
MIT300,decontrast_2,102.71392570671073,103.00292841593425,11.959990436576557,8.829143691068475e-08,6.841062559605881e-08,7.013189366045633e-08,2.0762826232993537e-05,5.633078223104592e-06,3.712631580769353e-05,8.964771331080887e-10,6.529035460624066e-10,9.363045031659568e-10,2.1012289680717722e-07,5.5686338854342823e-08,3.996679519972542e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.1038599941362688e-06,2.0502865871606794e-06,6.116654461981779e-07,1.0701724820601554e-05,1.0593869437085249e-05,1.7827944204739458e-06,3.0189215145569433e-08,2.4423372879147572e-08,1.6851891549488078e-07,-3.901904820690881e-08,3.43544169217301e-08,9.491704394792658e-07,3.6038349643659255e-10,2.3034384516617673e-10,2.000875567366626e-09,-8.093915689428116e-10,3.536528267310939e-10,1.1742241603090796e-08
MIT300,decontrast_3,105.338180939503,106.1030815484012,8.931874088126278,1.6833095232480215e-07,1.3563215969533295e-07,1.2318767286247627e-07,3.623776745345182e-05,1.3143331973481398e-05,5.390379302716792e-05,1.6324813362556517e-09,1.250010249355407e-09,1.411209113166338e-09,3.409150457045726e-07,1.2535337394606656e-07,5.035633941608067e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.09301664282453e-06,2.0289938262774294e-06,5.92573323169332e-07,1.0573075230952085e-05,1.044714366589748e-05,1.7204746307145201e-06,1.9345863833830962e-08,2.3733887448635745e-08,2.3686850007887686e-07,-1.676686378563768e-07,-9.98213277818481e-08,1.0809631363427263e-06,2.357642362609659e-10,2.1907932035430002e-10,2.3896265967948694e-09,-1.751475498418149e-09,-9.561996351673405e-10,1.0300236490620611e-08
MIT300,decontrast_4,106.31928948869455,106.8024871186671,9.059602090323624,2.474870910822428e-07,1.882666866278694e-07,1.795254485326898e-07,5.277876917137873e-05,2.300467998081052e-05,6.622241986021627e-05,2.373828771240705e-09,1.780225797117878e-09,1.9521866438548684e-09,4.963516624951939e-07,2.2124513386851664e-07,6.207583162015036e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0803676154637594e-06,1.9956899605508224e-06,5.748184833778839e-07,1.0468346275443763e-05,1.031655049358528e-05,1.6758971031760322e-06,6.696836473060081e-09,4.260779499318226e-09,2.8861854499180905e-07,-2.7239759336469976e-07,-1.238548461001808e-07,1.1820458155083084e-06,1.0532975482741689e-10,4.147132503962873e-11,2.8372929192621516e-09,-2.684094881924554e-09,-1.1568620850901273e-09,1.1186566349798353e-08
MIT300,decontrast_5,105.31607423031014,106.1071514553494,8.216287241606429,3.2885547929007867e-07,2.6842462203655096e-07,2.349515950470031e-07,6.738574906862379e-05,3.539811432276531e-05,7.590562918529502e-05,3.1826386803298465e-09,2.510023971279835e-09,2.6030402596342514e-09,6.433328552144485e-07,3.379249791937108e-07,7.306668009283098e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0745321780855773e-06,2.0079026047798272e-06,5.667500215470488e-07,1.0311012127372906e-05,1.0111480741990201e-05,1.6397347416202529e-06,8.613990948785548e-10,9.451843189565534e-09,3.2550368768717303e-07,-4.2973174143555703e-07,-2.93679384650811e-07,1.2724535048921838e-06,4.207161742960973e-11,8.601901976700497e-11,3.188508432354097e-09,-4.205917714900124e-09,-2.936463160695232e-09,1.2117139637623476e-08
MIT300,decontrast_6,106.17621621132135,106.91965527004666,8.939092387796233,4.165743509393118e-07,3.192187244734502e-07,3.1664225227468503e-07,8.06737399943723e-05,4.87124216852548e-05,8.202126827058288e-05,3.9851550378256786e-09,3.0911967467612877e-09,3.33707630339728e-09,7.648516559358844e-07,4.826240860550881e-07,7.911984636214957e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0654513534426814e-06,2.011962834321797e-06,5.62730817164619e-07,1.0161983831053448e-05,1.0041556185584517e-05,1.668809182963369e-06,-8.219425548017288e-09,3.740301045002793e-09,3.690943343922574e-07,-5.787600377550148e-07,-3.818119623542718e-07,1.350086986562271e-06,-6.993503839844377e-11,3.6918571172155203e-11,3.4782880141850107e-09,-5.590067315777512e-09,-3.6292624648629027e-09,1.2760120674446922e-08
MIT300,decontrast_7,105.28279945728897,106.49279767004323,8.67372121883602,5.078694304538069e-07,3.763694292738457e-07,3.984894928654459e-07,9.231104709271176e-05,6.540751493202182e-05,8.829137348472797e-05,4.925335949025421e-09,3.6223954128525243e-09,4.342027649029478e-09,8.779576408486973e-07,6.255434297818838e-07,8.451712907582574e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.060746389380755e-06,2.0290151583936383e-06,5.580260740377981e-07,1.0117053111851297e-05,1.0055614347047929e-05,1.6676119236173988e-06,-1.2924389609944166e-08,9.244010204237256e-09,4.018383588795327e-07,-6.236907569571661e-07,-4.724715753284049e-07,1.502805215402525e-06,-9.726897834125037e-11,8.789571785456024e-11,3.830982922301946e-09,-5.99109157229951e-09,-4.610782312632032e-09,1.430079217883188e-08
MIT300,decontrast_8,106.82770963680275,106.9585185121235,8.410818081669364,5.922719495482762e-07,4.4695120446601364e-07,4.5187193011496603e-07,0.00010570523331244938,7.581397244212921e-05,9.427517989862543e-05,5.632083415122248e-09,4.19919960295759e-09,4.643803436482737e-09,9.887862452333797e-07,7.459635104381606e-07,8.809814491344247e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.063291515709826e-06,2.009906281179567e-06,5.481534671530573e-07,9.959012505012331e-06,9.883496912911148e-06,1.6129368628873137e-06,-1.0379263280873102e-08,1.6858303389712598e-08,4.285849278381814e-07,-7.817313637961329e-07,-6.720348567873661e-07,1.5673550401459196e-06,-6.69803729144088e-11,1.5399336546459204e-10,4.02739251040822e-09,-7.36903116567502e-09,-6.327051012942926e-09,1.4628607917084162e-08
MIT300,decontrast_9,105.72949693236366,106.32434570985207,7.946011708720933,6.746701689923649e-07,5.262539005298928e-07,5.136249758251892e-07,0.00011489265873634349,9.266180669073579e-05,9.797257728258121e-05,6.473914300305277e-09,5.0731564271623e-09,5.267678796935031e-09,1.0897477533351502e-06,8.859426863491357e-07,9.3964993964041e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0585467073827598e-06,1.984432843091746e-06,5.456224016139827e-07,9.809156296669362e-06,9.663260246066781e-06,1.6146463303066328e-06,-1.5124071607939342e-08,6.145714909937269e-10,4.519989611613995e-07,-9.315875721391022e-07,-6.469350780238796e-07,1.5685687265937038e-06,-1.0316995743704103e-10,5.6349673629913835e-12,4.3231496525196225e-09,-8.861748716920259e-09,-6.227780130399765e-09,1.4824544614236327e-08
MIT300,desaturate_1,8.522942003584477,4.983711666531033,14.032854267974086,5.575231325400936e-09,4.219034341152772e-09,5.421652770587011e-09,7.00758907439282e-07,2.7084625832231403e-07,2.444139590828043e-06,1.6351080250011392e-09,9.03422081965091e-10,3.2394809114202077e-09,2.100775249661643e-07,5.642321687455124e-08,7.884390398419388e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.075147422501454e-06,2.0111273372284186e-06,6.245330639731499e-07,1.0736022638008474e-05,1.0685934478198717e-05,1.797579464976544e-06,1.476643510754576e-09,1.6945913212068463e-09,2.6744991452120696e-08,-4.721230799989474e-09,-3.724086682103756e-09,3.261720427421361e-07,2.2343729716666168e-10,1.8667802705474374e-10,7.937359846081798e-09,-3.6663709412444122e-09,-5.121687645721252e-10,1.8734891341199436e-07
MIT300,desaturate_10,58.55121670707304,59.76786760628354,23.66515553122503,1.372489113750414e-07,1.0854168634173049e-07,1.138173379989549e-07,3.4897396433236676e-05,1.2169944219070768e-05,5.143530985210357e-05,2.850083137629694e-09,1.9524167908202436e-09,3.5565234771922068e-09,6.617628853557658e-07,2.0590899132284466e-07,1.0295152832914805e-06,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0377033295623842e-06,1.9679377758800615e-06,6.067174126678876e-07,1.0685551857048569e-05,1.0728223486864905e-05,1.7027259328847825e-06,-3.596744942831492e-08,-1.7321641676560442e-08,2.299334832303517e-07,-5.519201175989339e-08,-4.809350290243224e-08,1.1712109850643117e-06,-9.642780076735133e-10,-3.3307769736538647e-10,6.0733633598103844e-09,-2.486735409934345e-10,-8.271634957555281e-10,2.8678929989792623e-08
MIT300,desaturate_2,18.78707480516692,14.041586750237517,17.636077032909267,1.0279808999730957e-08,7.97215840647228e-09,8.90380940133352e-09,1.296945521073891e-06,4.064592090199739e-07,3.299000574270922e-06,1.2365654946349949e-09,5.9035937799933e-10,2.9791954153422995e-09,1.3924562458110064e-07,3.485374507134666e-08,4.715713491883014e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0796444768758362e-06,2.025107373611575e-06,6.238674964420795e-07,1.0741296818439277e-05,1.0718849160935007e-05,1.7931659901188134e-06,5.973697885137208e-09,4.117411461228966e-09,4.145843621478505e-08,5.529496308151989e-10,-5.226253626256153e-09,4.132839458001904e-07,3.905807210635567e-10,3.538978133300588e-10,6.250179572027273e-09,5.9149486787029966e-09,-6.191897986225759e-10,6.733549387088312e-08
MIT300,desaturate_3,28.12971706444857,24.44060166255481,20.53521635736868,1.7187592093377885e-08,1.3255967881887065e-08,1.4697397249845455e-08,3.661408415471325e-06,6.508889140432585e-07,1.1854526429258253e-05,1.176438680280833e-09,6.041064328673624e-10,2.7841147077267574e-09,2.392972955058638e-07,3.5760294825640487e-08,9.825169016019507e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.081890623619565e-06,2.017738939645025e-06,6.228594074108965e-07,1.073340641856802e-05,1.0691652307490927e-05,1.8088877920550977e-06,8.219844628865962e-09,8.339750574432943e-09,6.0536429892138e-08,-7.337450240442124e-09,-7.706019193665473e-09,6.02636693163037e-07,2.8184020987577095e-10,3.280889354586572e-10,5.260059419997541e-09,8.200856761402047e-10,-2.725416707514793e-10,5.432730336639039e-08
MIT300,desaturate_4,34.56532593806389,32.639844446971935,21.27841241120918,2.4547299179822485e-08,2.0735248128429782e-08,1.8367489902529387e-08,5.172226805243369e-06,1.00106658517682e-06,1.394548130544596e-05,1.2323413757084098e-09,6.684129535991405e-10,2.7831179654519617e-09,2.3260923767479835e-07,4.154773799674285e-08,8.208734915675319e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0812891902395492e-06,2.0346552643298326e-06,6.202727356844778e-07,1.0730452607545768e-05,1.0716557195928188e-05,1.822939083007639e-06,7.61841124885041e-09,4.462686180572473e-09,7.760573733104607e-08,-1.0291261262696045e-08,-1.0220042400151905e-08,5.921245674131476e-07,2.6535909761857217e-10,1.967292369078861e-10,4.7041466955823095e-09,1.9764559616622672e-09,-3.226207010024002e-10,3.52064248844842e-08
MIT300,desaturate_5,39.91019504388167,38.136476396641655,21.56395292204218,3.772486159060537e-08,3.133004850116718e-08,2.7545866091068937e-08,9.533472341299744e-06,1.797247908584324e-06,2.2595112490367285e-05,1.4405519549892176e-09,8.901132913951436e-10,2.813165380143835e-09,3.142267425423106e-07,5.93919425351378e-08,8.466205194014001e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.077546068623962e-06,2.0198015866015392e-06,6.181360038190186e-07,1.0753062756616129e-05,1.0732703685807484e-05,1.871606947431149e-06,3.8752896332630794e-09,-3.4822896857649354e-09,1.0003438072539627e-07,1.2318887807666417e-08,-1.3428523792301037e-08,7.599861796792143e-07,-1.0152883593207047e-10,-1.0446845863197072e-10,4.783877787148789e-09,2.3653410275026444e-09,-3.26864069800469e-10,3.0921497001167356e-08
MIT300,desaturate_6,45.00344816028351,44.50033740398456,22.38198918277341,5.29121208611557e-08,4.226319784442644e-08,3.893912908286901e-08,1.3822995521840266e-05,2.6469613836675425e-06,2.878124836827992e-05,1.6592113385283513e-09,1.073365424421427e-09,2.836359737708244e-09,3.810456056922055e-07,8.076980146754058e-08,8.425042390514088e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.07706837487153e-06,2.0574773445402945e-06,6.153266328103417e-07,1.071330380078499e-05,1.0778703323171796e-05,1.7883803043249979e-06,3.3975958808306715e-09,-9.824974055716618e-10,1.2513317415582122e-07,-2.744006802347318e-08,-1.2703624688439916e-08,8.926456167678686e-07,-1.5369560334642104e-10,-5.8156373522971555e-11,4.928832562154087e-09,-2.172322819446879e-10,-2.353463297685158e-10,3.143060860108137e-08
MIT300,desaturate_7,49.05237677150376,49.02946330093583,22.831504260680003,7.019628584567987e-08,5.7017924159585564e-08,4.89948158503198e-08,1.8576603132274226e-05,4.128612221187322e-06,3.518709621366206e-05,1.922086440969551e-09,1.3214222566708225e-09,2.9047635368906408e-09,4.5637665668560684e-07,9.446168302719445e-08,9.319372415447428e-07,2.073670778990699e-06,2.0133595898412747e-06,6.260270426601835e-07,1.0740743868808463e-05,1.0647704383576547e-05,1.8328189794729533e-06,2.0732609371588714e-06,2.0270719613200208e-06,6.1090142261419e-07,1.0728438732938386e-05,1.0772920445096132e-05,1.7588819709891962e-06,-4.0984183182773e-10,2.275296560127986e-09,1.4624626172312742e-07,-1.2305135870076594e-08,2.7774518241527283e-09,9.543451664311727e-07,-2.2273679142688378e-10,3.4753380102291024e-11,5.155206456816612e-09,9.44577680682876e-10,1.775609982507e-10,3.0301555808723125e-08
