dataset_name,filter_name,image_difference_mean,image_difference_median,image_difference_std,saliency_divergence_mean,saliency_divergence_median,saliency_divergence_std,saliency_divergence_log_mean,saliency_divergence_log_median,saliency_divergence_log_std,divergence_per_difference_mean,divergence_per_difference_median,divergence_per_difference_std,divergence_per_difference_log_mean,divergence_per_difference_log_median,divergence_per_difference_log_std,base_information_gain_mean,base_information_gain_median,base_information_gain_std,base_information_gain_log_mean,base_information_gain_log_median,base_information_gain_log_std,filtered_information_gain_mean,filtered_information_gain_median,filtered_information_gain_std,filtered_information_gain_log_mean,filtered_information_gain_log_median,filtered_information_gain_log_std,information_asymmetry_mean,information_asymmetry_median,information_asymmetry_std,information_asymmetry_log_mean,information_asymmetry_log_median,information_asymmetry_log_std,information_asymmetry_per_difference_mean,information_asymmetry_per_difference_median,information_asymmetry_per_difference_std,information_asymmetry_per_difference_log_mean,information_asymmetry_per_difference_log_median,information_asymmetry_per_difference_log_std 
MIT1003,invert_3,105.23366315071188,105.29639173779368,9.61066866658389,1.475752243500313e-07,1.1152463343458091e-07,1.7593233281534005e-07,3.068979592073439e-05,7.87803617741428e-06,5.3107262980517854e-05,1.4070797440403607e-09,1.0627139630616475e-09,1.5579790335402832e-09,2.9349564247212986e-07,7.704024330852921e-08,5.144212357558601e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.2377235257114334e-06,2.161522412559957e-06,6.673212198941661e-07,1.0401151870798407e-05,1.0390965871157596e-05,1.6928299128405392e-06,2.5211858854767578e-08,3.3524982737349346e-08,2.3931497020150884e-07,-7.105089675974251e-08,-2.2083400418411507e-08,1.1968629337386399e-06,2.4747675424221935e-10,3.276244220193999e-10,2.315994464568335e-09,-6.946967826772697e-10,-2.0442168146821433e-10,1.1688092180936357e-08
MIT1003,invert_4,110.43042182726006,110.52621734457672,8.367577523026894,3.787204591455284e-07,2.830135647611247e-07,3.901975064340117e-07,6.875834218694297e-05,2.7839267757427926e-05,8.519362586559162e-05,3.4339352086105353e-09,2.5703069164498234e-09,3.425885995343084e-09,6.229515858835213e-07,2.528875454634337e-07,7.73495846500313e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.202259724981562e-06,2.1044878961644833e-06,6.307333496997195e-07,1.013550509902335e-05,1.0058594595796213e-05,1.6840862834890501e-06,-1.0251941875103428e-08,2.7804612329375722e-08,4.03157504516017e-07,-3.366976685347993e-07,-2.212205004775588e-07,1.4615201757642398e-06,-9.677025124417567e-11,2.5411137222460084e-10,3.681898869181155e-09,-3.0673880243281985e-09,-1.9889921522738145e-09,1.334059813944366e-08
MIT1003,invert_5,102.67283142879586,105.5293601707176,12.588053184082872,1.2727039865840239e-06,1.203139637757743e-06,6.07082954981768e-07,0.00018639229375498468,0.00020898146602501915,8.867557235927356e-05,1.2873844342957188e-08,1.1752299038529566e-08,7.770384070720749e-09,1.8914975848309924e-06,2.0110013899576675e-06,1.2969068334104416e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,6.213581519474912e-07,5.738814004347631e-07,6.774911839605507e-08,7.66769083448476e-06,7.344127869578129e-06,6.549097196160414e-07,-1.5911535149091747e-06,-1.495507056481612e-06,6.850850628203813e-07,-2.8045119330733903e-06,-2.7656083947605958e-06,1.556153930711998e-06,-1.6199810123531942e-08,-1.4793921150079421e-08,1.0011678539930927e-08,-2.872661028696575e-08,-2.736017848600719e-08,2.2181052876469386e-08
MIT1003,invert_6,103.0230987769539,103.41949769704733,6.6642716467103105,4.893633172998199e-07,3.689290113345414e-07,4.533742998721393e-07,8.827458700286576e-05,4.4741276301055e-05,9.595633586068834e-05,4.8255005435191475e-09,3.5933387782312975e-09,4.818674581989668e-09,8.643259479063615e-07,4.350320218176131e-07,9.530535119098551e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.138069646577124e-06,2.049416660208827e-06,6.05547986579749e-07,1.0039590076180118e-05,9.9057166168649e-06,1.6406103183316343e-06,-7.44420202795419e-08,-1.7161589903371567e-08,4.6267470466479954e-07,-4.3261269137803295e-07,-2.827964185806915e-07,1.5861257364345193e-06,-7.365315304257941e-10,-1.6719497540204284e-10,4.545885777954947e-09,-4.1561052635007065e-09,-2.812059439069253e-09,1.549925562601914e-08
MIT1003,invert_7,105.36016981173142,105.1639035542806,7.464078092616893,3.111603890636027e-07,2.3670796863953877e-07,2.763432006975874e-07,6.661471853749176e-05,2.887753852088003e-05,8.058465444330906e-05,2.9643201071026554e-09,2.2689830582281946e-09,2.6255344256351584e-09,6.367664221052408e-07,2.71420576781134e-07,7.72238545628044e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1150172926181597e-06,2.023013803565749e-06,6.293958233613926e-07,1.0286170063770735e-05,1.020672076390037e-05,1.6953703163065857e-06,-9.749437423850618e-08,-4.644380359391395e-08,3.8010111791042415e-07,-1.8603270378741526e-07,-8.032355250120865e-08,1.490490947880218e-06,-9.281396811784787e-10,-4.2722736910701076e-10,3.629267343335662e-09,-1.7948632467966835e-09,-7.516120311468125e-10,1.4328427873578061e-08
MIT1003,invert_8,105.32589712432728,105.4971440633138,5.773290149975709,2.7321852410243016e-07,2.0865220675324556e-07,2.242570624597928e-07,6.155250896262275e-05,2.4521279237368164e-05,7.689201334970092e-05,2.5965785916511934e-09,1.996952152968434e-09,2.123998746872987e-09,5.849910892772258e-07,2.353084358079491e-07,7.310279709929281e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1017197553582262e-06,2.0064047738487234e-06,6.411709745813652e-07,1.0299752524276436e-05,1.0112213308018544e-05,1.7415348477193623e-06,-1.107919114984398e-07,-5.5711339401464924e-08,3.581871423533674e-07,-1.724502432817133e-07,-1.0398941039847532e-07,1.4734728893685883e-06,-1.0491675676671945e-09,-5.071793597131498e-10,3.4057914027824033e-09,-1.6640081491089426e-09,-9.030077419337361e-10,1.3992060817144223e-08
MIT1003,invert_9,108.33021726287923,107.24391318686317,7.384876049661158,2.5880949697954807e-07,1.9599924918177418e-07,2.151020992470818e-07,6.012736354124486e-05,2.4371546867394113e-05,7.501792851164804e-05,2.39837980302133e-09,1.831660563988391e-09,1.99675220112123e-09,5.575765081759475e-07,2.2296986683651903e-07,6.983075038639769e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.085405050007321e-06,1.9954685035578173e-06,6.416260096087775e-07,1.034716266778918e-05,1.021912482634484e-05,1.7099805271240813e-06,-1.27106616849345e-07,-7.206715942406863e-08,3.511783697041061e-07,-1.2504009976897097e-07,-5.512573419172345e-08,1.4553001503411162e-06,-1.1766526098629497e-09,-6.72128490005361e-10,3.256088895384387e-09,-1.1241187751176568e-09,-4.683624828347461e-10,1.3479823446672848e-08
MIT1003,kuwahara_filter_1,13.525565355262579,8.136898040771484,18.1462317566444,8.609557722668088e-09,5.993460463858344e-09,8.618566767767399e-09,1.6612051531865908e-06,3.7936123573636556e-07,6.230990216747888e-06,1.5872910946858315e-09,7.484810360933713e-10,2.810298385147824e-09,2.9325863511641286e-07,5.386323552396227e-08,1.7437257307496774e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.2123102787868205e-06,2.120479133841997e-06,6.969452250492813e-07,1.0480943732958517e-05,1.0410662741183281e-05,1.7952649409528569e-06,-2.013880698450933e-10,1.1424029547214872e-09,3.489992121463498e-08,8.740965400367575e-09,-8.204063109879022e-10,5.172554208072376e-07,-3.0528996683035154e-10,7.678992530331939e-11,1.2179593406454254e-08,1.6867573541250466e-09,-6.097721292310723e-11,1.5755625595955766e-07
MIT1003,kuwahara_filter_10,41.7558608015707,38.64998287624783,20.40664109672689,1.5561765737538855e-07,1.0713128429659348e-07,2.2513059403904633e-07,4.150793812824944e-05,1.1796846400064912e-05,6.466021918265066e-05,4.9516537021054426e-09,2.8268382388627013e-09,1.0704998145313723e-08,1.3089738112860331e-06,3.140221827707049e-07,3.088426308094986e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.123138539032123e-06,2.0359526241071354e-06,6.620872644265933e-07,1.0331625090082961e-05,1.0219047760654894e-05,1.781000016865255e-06,-8.937312782454258e-08,-6.067803272748996e-08,2.71839680056372e-07,-1.405776774751896e-07,-7.573962081735896e-08,1.3128012987332108e-06,-2.3199065408151112e-09,-1.4643354671065102e-09,9.204506979572815e-09,-2.545498741255046e-09,-2.225227261253701e-09,5.355743403025718e-08
MIT1003,kuwahara_filter_2,20.558271656357384,15.322040134006077,19.347953123572243,1.591099148511027e-08,1.188041395976676e-08,1.5254513012147386e-08,3.4898405468768815e-06,6.731714492752822e-07,1.1316028087148482e-05,1.4842573001517518e-09,7.683676427337569e-10,2.3359618366980127e-09,3.0067720157965326e-07,5.277433764561166e-08,1.534697982808258e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.208836752278063e-06,2.12121379486389e-06,6.965818566434746e-07,1.0469974489121193e-05,1.0384272256109885e-05,1.7986828698067525e-06,-3.6749145786030634e-09,1.3422032505394102e-09,6.381385704090554e-08,-2.228278436956197e-09,-8.029290228410817e-09,7.573966334443751e-07,-3.023529887311968e-12,5.7025768862193574e-11,8.56531610070111e-09,2.632103548316492e-09,-4.0465728272968476e-10,1.1040462440061474e-07
MIT1003,kuwahara_filter_3,27.02434475443187,22.339590941660504,20.032177046542493,3.2137553487467044e-08,2.3059209396961596e-08,3.8731094643178337e-08,8.230710522993671e-06,1.4832790033017045e-06,2.2846234750404338e-05,1.969702256157224e-09,1.0558604282739313e-09,4.858157897608952e-09,5.389954724408966e-07,7.56381539525805e-08,2.744664690893314e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.2013090885910955e-06,2.1016761774107077e-06,6.968740161204155e-07,1.0460803818508911e-05,1.0409329299642811e-05,1.7853010246243238e-06,-1.1202578265570295e-08,-1.30022166586504e-09,1.0839161560577206e-07,-1.1398949049239468e-08,-2.4250298821130512e-09,8.342713290101742e-07,-3.8530469986722133e-10,-5.499950814487966e-11,8.609419780997358e-09,-4.010784355073345e-10,-9.074588125541806e-11,8.183823018172509e-08
MIT1003,kuwahara_filter_4,30.471339556645255,26.08244620429145,20.21678613862114,4.7518380892221094e-08,3.355230422080134e-08,6.134289623892702e-08,1.345970999305609e-05,2.4463982389352503e-06,3.1327169709023066e-05,2.4463530096410995e-09,1.3265794091875612e-09,6.730485914576037e-09,7.292686205565842e-07,1.0012646732085546e-07,3.0535760926890316e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.19025256760829e-06,2.098132124498989e-06,6.929289618533252e-07,1.0445670536996417e-05,1.034762335591595e-05,1.8033912352255257e-06,-2.2259099248375854e-08,-9.320247123015365e-09,1.4170525617056315e-07,-2.6532230561733506e-08,-1.6457942524312417e-08,9.425775238922265e-07,-7.867153203592254e-10,-3.435441292168608e-10,8.281508415430561e-09,-5.183477495061572e-10,-5.838507238988194e-10,7.202522790848155e-08
MIT1003,kuwahara_filter_5,33.220020873792635,29.20750112808982,20.23720451768817,6.659357089328125e-08,4.491019460372985e-08,1.3393198199493742e-07,1.813140933389216e-05,3.584098821839804e-06,3.8779339769867795e-05,3.0117642961944514e-09,1.5893135717129303e-09,1.0289938659677189e-08,8.301895259189878e-07,1.3312572545913202e-07,2.9496038903113316e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1774759004296072e-06,2.0744289542448207e-06,6.912289708393596e-07,1.0391981655999107e-05,1.0321268949290122e-05,1.7879987955711643e-06,-3.50357664270582e-08,-1.9317465168119423e-08,1.777938988821371e-07,-8.022111155904219e-08,-3.46525287583033e-08,1.0017308361185875e-06,-1.068466045897562e-09,-6.408831408565699e-10,8.006438115246757e-09,-2.6602834092809575e-09,-1.0416023444295723e-09,6.60079991988131e-08
MIT1003,kuwahara_filter_6,35.503939215728025,31.662396325005425,20.35306168394945,8.613983864282049e-08,5.749522437705954e-08,1.6721389884154833e-07,2.3383471077286774e-05,4.923524011751236e-06,4.517982735002308e-05,3.5010302176976e-09,1.8969962192824383e-09,1.1050733010342132e-08,9.702062779119862e-07,1.6640419296318625e-07,3.0175816489879386e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1638610728058654e-06,2.0660554196179992e-06,6.855384318478041e-07,1.037416573419302e-05,1.0284769603671275e-05,1.7816316900241614e-06,-4.8650594050800284e-08,-2.7941134256824315e-08,2.0502547176691203e-07,-9.803703336512853e-08,-3.9933091427912684e-08,1.0214789961379958e-06,-1.4279898352857323e-09,-8.51711670645871e-10,8.208724639435052e-09,-2.772143717740477e-09,-1.6141419142864894e-09,5.978318441079903e-08
MIT1003,kuwahara_filter_7,37.41133355528108,33.79354943169488,20.411320728388233,1.0446550188122725e-07,6.831826965529023e-08,1.8736474910072537e-07,2.8771427782086836e-05,6.105153335077291e-06,5.127257544015815e-05,3.924414605436297e-09,2.1588320381073236e-09,1.1218349231406071e-08,1.1053956783997026e-06,2.0314028378783111e-07,3.217452360256095e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1512579175317543e-06,2.0493040028342465e-06,6.810631905144751e-07,1.0360738254706322e-05,1.0281253919776453e-05,1.7867816456799705e-06,-6.125374932491177e-08,-3.6145113380334334e-08,2.2682034474273137e-07,-1.1146451285182857e-07,-6.5330199792163e-08,1.1208933450519107e-06,-1.7539997640877315e-09,-9.889596179903306e-10,8.447118927873154e-09,-1.6793458695845006e-09,-1.8700016060110566e-09,5.843276476810639e-08
MIT1003,kuwahara_filter_8,39.05102563109792,35.565350816813506,20.39374064195336,1.2269062259555686e-07,7.980208132418737e-08,2.0130437134664853e-07,3.3617786823029996e-05,7.804505303333501e-06,5.689202095962529e-05,4.2979687107574125e-09,2.412288934465802e-09,1.0849124093468372e-08,1.1822564000915324e-06,2.3478411723092352e-07,3.1376967737412242e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.141621108802894e-06,2.046926750058608e-06,6.743992692240265e-07,1.0344870385738141e-05,1.0255891098339866e-05,1.7878028651081745e-06,-7.089055805377158e-08,-4.598497319744304e-08,2.447511767003388e-07,-1.273323818200079e-07,-8.361976491802325e-08,1.1848615968237756e-06,-1.977108559322667e-09,-1.1119536448389474e-09,8.915803678922037e-09,-2.349273107064242e-09,-2.31761259965929e-09,5.502223286352305e-08
MIT1003,kuwahara_filter_9,40.4914162950279,37.34844674004449,20.381028500202945,1.4016706083310475e-07,9.403098489250689e-08,2.1739640834018923e-07,3.7726543296423527e-05,9.669691087356995e-06,6.148280958611586e-05,4.6486234909456975e-09,2.6564892056181275e-09,1.0735749734585835e-08,1.2501069150314892e-06,2.6762442930877806e-07,3.0787992715213323e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1325017045159106e-06,2.0409501571693367e-06,6.695709111302361e-07,1.0332257694946647e-05,1.0211430695723814e-05,1.7940155129365906e-06,-8.000996234075539e-08,-5.746807962356873e-08,2.5719350142118775e-07,-1.399450726115024e-07,-1.049572181177455e-07,1.2489459045967653e-06,-2.1378663792077833e-09,-1.3560584669403393e-09,9.029560806037177e-09,-2.4239878884881574e-09,-2.5567222504358023e-09,5.4059797946397145e-08
MIT1003,perlin_noise_1,41.76683249602477,39.11655595567491,14.823001946587073,1.1707411683322711e-08,8.90701939972439e-09,1.0211745377331707e-08,2.1642373576600905e-06,5.117911715885235e-07,7.001167896144318e-06,2.9158430232144224e-10,2.2316372851433658e-10,2.5180775466143964e-10,5.433812096239682e-08,1.2810514053267623e-08,1.8512301302376425e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.2056338198683948e-06,2.110418871322846e-06,6.940086640700859e-07,1.0459565869484743e-05,1.0366809094027864e-05,1.798663741433726e-06,-6.8778469882712585e-09,-5.953342889540843e-09,4.1925970749925727e-08,-1.26368980734054e-08,-8.490720882550954e-09,5.773492471128221e-07,-1.7757564271843076e-10,-1.3560783622778859e-10,1.0896569200747573e-09,-2.88435550722378e-10,-2.1713615407231735e-10,1.4542158952571459e-08
MIT1003,perlin_noise_10,112.32991520897744,114.90438266379941,8.855553871290136,2.3161924130146213e-07,1.873982593462274e-07,1.680168365334474e-07,5.633679058308689e-05,2.2616822047872998e-05,6.981317331171878e-05,2.0726468440675153e-09,1.6605740484568086e-09,1.5013041768815572e-09,5.115937955796085e-07,2.0371725442545427e-07,6.589069646277497e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,1.8994334297788671e-06,1.8112759199109978e-06,5.94774551819547e-07,1.0280101329330497e-05,1.017893136631917e-05,1.7699975713659203e-06,-3.1307823707779866e-07,-2.603352291354186e-07,3.388375441171315e-07,-1.9210143822765356e-07,-1.3282403723088474e-07,1.3958290510688679e-06,-2.789836016235768e-09,-2.3214938675483765e-09,3.0072844347204402e-09,-1.7718265074087738e-09,-1.1764863295303807e-09,1.2825469510940582e-08
MIT1003,perlin_noise_2,102.51787120171855,103.83666289195949,9.200221972806009,2.9252610686538576e-08,2.2435642805082014e-08,2.3537100166929537e-08,8.393037188133687e-06,1.5495010257110356e-06,2.0769185221890943e-05,2.873968665888634e-10,2.189769590146933e-10,2.3232444805435984e-10,8.27484533785332e-08,1.5456976411854103e-08,2.061463073427066e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.189819542291238e-06,2.09115592388365e-06,6.830771159928732e-07,1.0488020229743098e-05,1.0464072242116259e-05,1.7843131111506071e-06,-2.2692124565427367e-08,-2.2893038221983378e-08,8.499466332438667e-08,1.5817462184946547e-08,-3.434590539892182e-09,8.257438487718322e-07,-2.2472406198426716e-10,-2.2637689118047472e-10,8.509600584092633e-10,1.3093107499135507e-10,-3.379491203558075e-11,8.092344265200946e-09
MIT1003,perlin_noise_3,109.31939519599801,111.46278254191081,8.930054484843442,5.4083083207074587e-08,4.1859610967628946e-08,4.781614541152215e-08,1.5949407503762067e-05,3.144330489692539e-06,3.487997825666259e-05,4.962052659077665e-10,3.868203880010863e-10,4.366062354536586e-10,1.4643202923527817e-07,2.903466255083791e-08,3.214932661292479e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.1585622334476473e-06,2.075721642141574e-06,6.734173129744281e-07,1.0471653639076572e-05,1.0402738150860761e-05,1.749118331421542e-06,-5.3949433409018484e-08,-4.748011718008275e-08,1.3816577619734068e-07,-5.491284815801358e-10,-2.306642143813615e-08,9.233722153271342e-07,-4.924722813141493e-10,-4.3515299553317306e-10,1.270930827767407e-09,2.3083162049270717e-12,-2.0377173033631637e-10,8.499704267094567e-09
MIT1003,perlin_noise_4,110.81819603356706,112.91987779405382,8.970130212045962,7.757364230745932e-08,6.085368716158298e-08,6.04947950534861e-08,2.2127361647899575e-05,5.040919201296007e-06,3.945544037964721e-05,7.021852278623902e-10,5.471330263902022e-10,5.429123789406735e-10,2.0073853725289926e-07,4.567529325216478e-08,3.561338579936526e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.116168480024933e-06,2.0291519825696844e-06,6.654804795011786e-07,1.0475194354975295e-05,1.0352753948822792e-05,1.7542907494047188e-06,-9.634318683173292e-08,-8.109450112920494e-08,1.7184126451377155e-07,2.9915874171468908e-09,-1.6323820321622397e-08,1.0502658489610638e-06,-8.655019775424699e-10,-7.30287965024543e-10,1.5633709560067342e-09,8.363259559369705e-11,-1.4257150013911711e-10,9.825008272969516e-09
MIT1003,perlin_noise_5,114.66093800029564,117.04179907381913,9.180778783358765,1.0412478029750143e-07,8.356784029433839e-08,7.892403261734286e-08,3.085066349339209e-05,8.120872668634653e-06,4.9131959512353436e-05,9.107856696265374e-10,7.273057645466701e-10,6.849400108627981e-10,2.71297347472236e-07,6.959227874799172e-08,4.329286689125089e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.0763292478776683e-06,1.9966542562707206e-06,6.513893214171642e-07,1.045603164606748e-05,1.0324092377637965e-05,1.7575563981093443e-06,-1.3618241897899735e-07,-1.1033615917956422e-07,2.0701872911905057e-07,-1.617112149067006e-08,-2.1094610638334438e-08,1.1149421568663776e-06,-1.1816570338653946e-09,-9.654693539801063e-10,1.8085387774188176e-09,-1.2130444356050396e-10,-1.807494162353767e-10,9.829018628536892e-09
MIT1003,perlin_noise_6,114.69850955430815,117.22151268853082,9.079702810551867,1.327518405349824e-07,1.0730585491389964e-07,9.886050948566746e-08,3.745616166604426e-05,1.0416704909265168e-05,5.7365214726525396e-05,1.16189335236912e-09,9.348547242271496e-10,8.59806462341581e-10,3.277209161973129e-07,9.273310248472699e-08,4.995659246183078e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.039978011002774e-06,1.9548848183341925e-06,6.413135537609253e-07,1.0454565555197314e-05,1.0342090976300514e-05,1.7427184697706783e-06,-1.725336558538921e-07,-1.4726052421102852e-07,2.3257047455169836e-07,-1.7637212360836055e-08,-1.6416039568318254e-08,1.1794030857434865e-06,-1.4913384166718578e-09,-1.2972826448045196e-09,2.0437180951773466e-09,-1.639143443303475e-10,-1.3896097791905788e-10,1.054007145777493e-08
MIT1003,perlin_noise_7,113.54357067129398,116.0560285780165,8.976747573972464,1.555842215484613e-07,1.2496630147943755e-07,1.1669867562162192e-07,4.3177964682289885e-05,1.313380762041721e-05,6.146165072286788e-05,1.374016901457232e-09,1.1124199079574768e-09,1.0161138577559632e-09,3.811748216201922e-07,1.1542193761376719e-07,5.41989718530215e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,1.997084151899676e-06,1.9028594501907284e-06,6.193158001477621e-07,1.0403239112581001e-05,1.0275067156464364e-05,1.6899541521782647e-06,-2.1542751495698976e-07,-1.8134833222689033e-07,2.6976540931732e-07,-6.896365497714898e-08,-6.054623496900939e-08,1.206606273376735e-06,-1.9008857158598068e-09,-1.5951571858479696e-09,2.3640745669483086e-09,-5.91139233328116e-10,-5.385189892566534e-10,1.0761907011288645e-08
MIT1003,perlin_noise_8,112.24922203638295,114.85237799750433,8.833728418115957,1.7773190684745516e-07,1.4150526209715782e-07,1.2444023362846067e-07,4.5340224533317696e-05,1.6980375822505305e-05,6.110029229532158e-05,1.5882066067764923e-09,1.2828138488883166e-09,1.1012723525800545e-09,4.0894827981780684e-07,1.4920475313847953e-07,5.57082817967689e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,1.9742077312735453e-06,1.879240862376874e-06,6.180833814510152e-07,1.0398326117474579e-05,1.0236919414323639e-05,1.7645048929637047e-06,-2.3830393558312037e-07,-2.020749777785494e-07,2.864490971341353e-07,-7.38766500835706e-08,-5.819907825906754e-08,1.2409804708720074e-06,-2.108231568748065e-09,-1.7751846075756988e-09,2.570916129154316e-09,-7.419587565448929e-10,-5.221777646175429e-10,1.1562864166041366e-08
MIT1003,perlin_noise_9,112.09639123166396,114.72640779283311,8.834358533083789,2.094793578426931e-07,1.6542484056632233e-07,1.5623752726954812e-07,5.306807148232205e-05,1.8621040950186462e-05,6.884168720772996e-05,1.8752181615451706e-09,1.4826269010424032e-09,1.3878427806047822e-09,4.806023263154515e-07,1.707477406931418e-07,6.391133999242661e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,1.9350490619801286e-06,1.8466011481629816e-06,5.996126907299389e-07,1.0338729179810298e-05,1.0197197472193693e-05,1.7072920665250249e-06,-2.7746260487653703e-07,-2.3118307378441848e-07,3.1556891864532217e-07,-1.3347358774785251e-07,-8.92651601448858e-08,1.29928667785511e-06,-2.4731611212693026e-09,-2.0275766280011737e-09,2.78634974471379e-09,-1.179917557749443e-09,-8.000156217928733e-10,1.1751103199579273e-08
MIT1003,pixelate_1,26.17094126721063,23.001122697956074,16.815231497849386,9.406532585950358e-09,6.766972310945236e-09,1.0058313118900923e-08,1.998915419732933e-06,4.414553960917761e-07,6.546988681985058e-06,5.689529400528963e-10,3.350347532276645e-10,8.882539285446555e-10,1.1956420358251617e-07,2.3890945864639663e-08,6.320009666581441e-07,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,2.200597894383431e-06,2.105678634080944e-06,6.970045254943492e-07,1.0469167202518005e-05,1.0421093519740841e-05,1.764951713085372e-06,-1.1913772473234634e-08,-1.0146912552240749e-08,4.3823954045079194e-08,-3.0355650401468125e-09,-9.690119716113349e-09,6.20032693954576e-07,-7.611869491803216e-10,-4.198932580103034e-10,4.105092620032221e-09,7.699355113740239e-10,-5.213461175419727e-10,4.6087013934057816e-08
MIT1003,pixelate_10,60.37981793445611,61.01802626354634,18.88463673969641,6.390895108833885e-07,5.336718029439686e-07,4.6423153791871495e-07,0.00012163624328726578,9.946888889936516e-05,9.965730190490689e-05,1.1798849305139933e-08,9.509546809924437e-09,1.0047145344037414e-08,2.2667243192654335e-06,1.7067557613221089e-06,2.335961032849092e-06,2.212511666856666e-06,2.121680818386472e-06,6.964646776656527e-07,1.047220276755815e-05,1.0452733169535397e-05,1.7860595757504758e-06,1.6613684737561137e-06,1.5946785135611994e-06,4.2133016542439637e-07,8.730276808927718e-06,8.541073841608277e-06,1.568057302116057e-06,-5.511431931005519e-07,-4.795228224821208e-07,5.649581205907952e-07,-1.7419259586304334e-06,-1.463338666535558e-06,1.7253264684130883e-06,-1.0517860731023426e-08,-8.072922957850685e-09,1.2573975616385435e-08,-3.0596931167526686e-08,-2.677692424146888e-08,3.429966700629652e-08
